SalesKey,DateKey,ProductKey,CustomerKey,RegionKey,UnitsSold,UnitPrice,DiscountPct,CostPerUnit,ReturnFlag,GrossRevenue,NetRevenue,TotalCost,Profit,RevenueLeakage
16222,20240903,P012,C00175,5,7,466,10,347.57,0,3262,2935.8,2432.99,502.81,0
16223,20251226,P008,C00355,1,10,1731,25,1370.25,0,17310,12982.5,13702.5,-720,0
16224,20200814,P004,C00593,2,7,952,10,551.4,0,6664,5997.6,3859.8,2137.8,0
16225,20220708,P006,C00002,4,1,475,0,372.43,1,475,475,372.43,102.57,475
16226,20241003,P012,C00217,5,12,1486,5,1022.58,0,17832,16940.4,12270.96,4669.44,0
16227,20240606,P010,C00375,5,3,430,20,355.84,0,1290,1032,1067.52,-35.52,0
16228,20250303,P010,C00134,2,11,1754,25,1050.46,0,19294,14470.5,11555.06,2915.44,0
16229,20210524,P006,C00484,2,3,1392,25,985.45,1,4176,3132,2956.35,175.65,3132
16230,20230605,P011,C00585,2,10,1058,10,877.15,0,10580,9522,8771.5,750.5,0
16231,20230529,P006,C00268,1,6,938,5,713.62,0,5628,5346.6,4281.72,1064.88,0
16232,20220605,P005,C00190,4,8,1788,25,1462.27,1,14304,10728,11698.16,-970.16,10728
16233,20240522,P001,C00504,1,11,112,5,67.39,1,1232,1170.4,741.29,429.11,1170.4
16234,20250918,P011,C00180,4,12,1416,15,752.71,0,16992,14443.2,9032.52,5410.68,0
16235,20200228,P004,C00399,4,4,1580,0,805.86,0,6320,6320,3223.44,3096.56,0
16236,20230917,P001,C00462,5,6,467,0,271.71,0,2802,2802,1630.26,1171.74,0
16237,20230526,P005,C00378,3,9,582,20,323.83,0,5238,4190.4,2914.47,1275.93,0
16238,20241205,P003,C00450,1,2,382,15,236.78,0,764,649.4,473.56,175.84,0
16239,20250722,P004,C00108,1,12,1383,5,1104.39,0,16596,15766.2,13252.68,2513.52,0
16240,20220806,P006,C00153,3,8,354,5,211.03,0,2832,2690.4,1688.24,1002.16,0
16241,20240819,P008,C00390,1,3,1103,10,653.78,1,3309,2978.1,1961.34,1016.76,2978.1
16242,20210221,P006,C00332,2,4,1262,10,728.53,0,5048,4543.2,2914.12,1629.08,0
16243,20230404,P011,C00347,3,9,112,15,67.58,0,1008,856.8,608.22,248.58,0
16244,20230825,P005,C00054,2,1,1187,0,886.5,0,1187,1187,886.5,300.5,0
16245,20240204,P011,C00443,3,4,494,20,258.02,0,1976,1580.8,1032.08,548.72,0
16246,20231124,P003,C00489,2,12,1770,15,909.05,1,21240,18054,10908.6,7145.4,18054
16247,20220517,P003,C00513,1,11,1714,20,1409.56,0,18854,15083.2,15505.16,-421.96,0
16248,20210303,P007,C00411,1,1,1648,20,1123.58,0,1648,1318.4,1123.58,194.82,0
16249,20230318,P001,C00535,3,1,375,5,228.96,1,375,356.25,228.96,127.29,356.25
16250,20240821,P012,C00503,3,2,452,10,246.64,1,904,813.6,493.28,320.32,813.6
16251,20210303,P002,C00469,3,5,746,20,373.11,0,3730,2984,1865.55,1118.45,0
16252,20200625,P001,C00084,2,10,1215,25,939.33,0,12150,9112.5,9393.3,-280.8,0
16253,20230520,P007,C00003,5,10,1528,30,1056.06,0,15280,10696,10560.6,135.4,0
16254,20251011,P011,C00341,3,12,1725,15,881.68,0,20700,17595,10580.16,7014.84,0
16255,20240601,P012,C00349,2,6,641,0,342.73,0,3846,3846,2056.38,1789.62,0
16256,20251210,P007,C00503,5,4,1214,5,989.38,1,4856,4613.2,3957.52,655.68,4613.2
16257,20230331,P007,C00580,4,9,1652,25,983.43,0,14868,11151,8850.87,2300.13,0
16258,20231223,P008,C00285,4,12,1771,5,1430.93,0,21252,20189.4,17171.16,3018.24,0
16259,20231010,P003,C00025,2,10,1665,5,1394.65,1,16650,15817.5,13946.5,1871,15817.5
16260,20250619,P007,C00107,2,5,1180,5,868.58,0,5900,5605,4342.9,1262.1,0
16261,20211231,P008,C00184,4,9,676,20,510.2,1,6084,4867.2,4591.8,275.4,4867.2
16262,20220406,P003,C00323,5,3,1502,15,936.66,0,4506,3830.1,2809.98,1020.12,0
16263,20210127,P006,C00492,2,4,274,10,140.35,0,1096,986.4,561.4,425,0
16264,20250201,P010,C00323,4,7,697,15,425.44,0,4879,4147.15,2978.08,1169.07,0
16265,20201128,P002,C00404,1,3,258,5,154.79,1,774,735.3,464.37,270.93,735.3
16266,20211031,P012,C00333,2,3,237,30,145.78,0,711,497.7,437.34,60.36,0
16267,20200110,P011,C00419,1,12,1625,15,958.47,1,19500,16575,11501.64,5073.36,16575
16268,20240804,P007,C00006,4,7,1161,20,894.16,0,8127,6501.6,6259.12,242.48,0
16269,20220705,P004,C00061,5,5,530,10,444.3,0,2650,2385,2221.5,163.5,0
16270,20220422,P012,C00533,5,5,256,15,195.28,1,1280,1088,976.4,111.6,1088
16271,20211003,P001,C00345,3,12,1411,5,1114.52,0,16932,16085.4,13374.24,2711.16,0
16272,20240124,P002,C00008,4,3,1556,5,1051.19,0,4668,4434.6,3153.57,1281.03,0
16273,20221209,P009,C00337,5,11,946,5,640.31,0,10406,9885.7,7043.41,2842.29,0
16274,20250225,P012,C00399,5,11,141,5,94.63,0,1551,1473.45,1040.93,432.52,0
16275,20250819,P004,C00095,4,4,971,30,548.21,0,3884,2718.8,2192.84,525.96,0
16276,20200506,P005,C00085,4,6,565,30,443.05,0,3390,2373,2658.3,-285.3,0
16277,20210718,P002,C00417,4,4,1321,20,786.78,0,5284,4227.2,3147.12,1080.08,0
16278,20250322,P004,C00158,3,12,1418,30,904.63,0,17016,11911.2,10855.56,1055.64,0
16279,20211222,P012,C00281,3,5,727,20,379.34,1,3635,2908,1896.7,1011.3,2908
16280,20230921,P009,C00291,1,7,1551,25,1286.58,1,10857,8142.75,9006.06,-863.31,8142.75
16281,20251211,P009,C00143,1,6,102,10,79.43,0,612,550.8,476.58,74.22,0
16282,20231021,P010,C00281,5,3,1219,5,801.88,0,3657,3474.15,2405.64,1068.51,0
16283,20210506,P004,C00110,1,7,1700,25,1005.87,0,11900,8925,7041.09,1883.91,0
16284,20240309,P011,C00438,4,11,1210,25,765.39,1,13310,9982.5,8419.29,1563.21,9982.5
16285,20230525,P009,C00287,1,10,895,25,553.89,1,8950,6712.5,5538.9,1173.6,6712.5
16286,20240829,P003,C00128,5,7,1380,5,776.99,0,9660,9177,5438.93,3738.07,0
16287,20230706,P009,C00449,4,1,991,0,747.97,0,991,991,747.97,243.03,0
16288,20241120,P006,C00270,1,6,100,15,64.23,1,600,510,385.38,124.62,510
16289,20250625,P001,C00089,3,8,827,0,479.29,0,6616,6616,3834.32,2781.68,0
16290,20250824,P011,C00409,3,5,1460,25,1015.42,0,7300,5475,5077.1,397.9,0
16291,20220414,P001,C00334,1,9,512,15,262.4,0,4608,3916.8,2361.6,1555.2,0
16292,20250408,P003,C00049,4,10,1559,25,1065.48,0,15590,11692.5,10654.8,1037.7,0
16293,20230114,P007,C00025,5,8,1084,25,557.76,0,8672,6504,4462.08,2041.92,0
16294,20230429,P011,C00136,2,12,690,5,385.39,0,8280,7866,4624.68,3241.32,0
16295,20250719,P004,C00211,4,6,1618,0,1035.02,0,9708,9708,6210.12,3497.88,0
16296,20221009,P005,C00260,2,8,1684,20,989.21,1,13472,10777.6,7913.68,2863.92,10777.6
16297,20220111,P001,C00440,1,4,1427,25,1111.29,0,5708,4281,4445.16,-164.16,0
16298,20240323,P008,C00186,5,12,1734,30,1305.57,0,20808,14565.6,15666.84,-1101.24,0
16299,20240425,P008,C00191,5,7,1114,15,575.98,1,7798,6628.3,4031.86,2596.44,6628.3
16300,20241220,P002,C00031,4,5,1115,25,873.93,0,5575,4181.25,4369.65,-188.4,0
16301,20210909,P002,C00348,4,4,130,25,107.56,1,520,390,430.24,-40.24,390
16302,20240217,P001,C00490,5,9,839,5,550.59,0,7551,7173.45,4955.31,2218.14,0
16303,20220710,P001,C00154,4,6,1455,5,922.66,1,8730,8293.5,5535.96,2757.54,8293.5
16304,20240129,P010,C00027,1,4,124,25,104.86,0,496,372,419.44,-47.44,0
16305,20220311,P002,C00405,1,12,776,25,487.58,0,9312,6984,5850.96,1133.04,0
16306,20240612,P001,C00298,2,8,1726,10,1130.62,1,13808,12427.2,9044.96,3382.24,12427.2
16307,20221012,P007,C00594,5,3,1111,25,896.57,0,3333,2499.75,2689.71,-189.96,0
16308,20241230,P006,C00005,4,7,132,10,90.92,1,924,831.6,636.44,195.16,831.6
16309,20200503,P004,C00446,4,6,761,30,525.15,0,4566,3196.2,3150.9,45.3,0
16310,20210927,P010,C00076,3,11,709,15,402.13,0,7799,6629.15,4423.43,2205.72,0
16311,20240817,P001,C00201,1,4,1255,20,748.06,0,5020,4016,2992.24,1023.76,0
16312,20200801,P003,C00144,2,8,1059,15,801.05,0,8472,7201.2,6408.4,792.8,0
16313,20250729,P011,C00420,5,2,180,30,136.07,0,360,252,272.14,-20.14,0
16314,20220316,P001,C00530,2,5,1229,5,1035.9,0,6145,5837.75,5179.5,658.25,0
16315,20241021,P004,C00371,4,10,1604,30,865.58,0,16040,11228,8655.8,2572.2,0
16316,20201007,P009,C00517,1,10,1511,10,1078.39,0,15110,13599,10783.9,2815.1,0
16317,20210327,P001,C00216,3,4,1444,5,1078.72,0,5776,5487.2,4314.88,1172.32,0
16318,20230208,P011,C00015,5,9,556,30,281.53,0,5004,3502.8,2533.77,969.03,0
16319,20200723,P003,C00156,5,4,1042,25,562.11,0,4168,3126,2248.44,877.56,0
16320,20210911,P003,C00576,2,10,301,0,187.09,0,3010,3010,1870.9,1139.1,0
16321,20250405,P001,C00226,2,6,341,20,201.64,0,2046,1636.8,1209.84,426.96,0
16322,20241012,P008,C00339,2,2,1588,30,818.41,0,3176,2223.2,1636.82,586.38,0
16323,20220227,P009,C00174,4,6,176,10,119.8,0,1056,950.4,718.8,231.6,0
16324,20210307,P009,C00327,5,1,1599,15,1202.39,1,1599,1359.15,1202.39,156.76,1359.15
16325,20221030,P008,C00501,4,9,975,0,598.34,1,8775,8775,5385.06,3389.94,8775
16326,20230519,P010,C00275,2,8,1693,30,1366.48,0,13544,9480.8,10931.84,-1451.04,0
16327,20221015,P005,C00505,5,9,1360,20,1031.3,0,12240,9792,9281.7,510.3,0
16328,20250710,P010,C00006,4,7,1563,0,852.72,0,10941,10941,5969.04,4971.96,0
16329,20231113,P003,C00502,2,4,398,15,206.51,1,1592,1353.2,826.04,527.16,1353.2
16330,20240322,P002,C00008,4,8,1504,20,1057.12,0,12032,9625.6,8456.96,1168.64,0
16331,20250125,P003,C00264,4,12,383,5,191.96,0,4596,4366.2,2303.52,2062.68,0
16332,20200910,P011,C00190,5,8,1499,10,1188.98,0,11992,10792.8,9511.84,1280.96,0
16333,20200828,P010,C00485,3,4,1028,0,654.48,0,4112,4112,2617.92,1494.08,0
16334,20250815,P002,C00321,3,8,930,5,588.18,1,7440,7068,4705.44,2362.56,7068
16335,20200805,P002,C00542,4,2,640,30,324.77,0,1280,896,649.54,246.46,0
16336,20211121,P003,C00354,5,8,1213,25,965.37,0,9704,7278,7722.96,-444.96,0
16337,20220609,P001,C00427,5,10,1277,0,843.47,0,12770,12770,8434.7,4335.3,0
16338,20250516,P009,C00127,3,12,213,30,177.42,1,2556,1789.2,2129.04,-339.84,1789.2
16339,20200827,P007,C00127,2,3,470,30,303.83,1,1410,987,911.49,75.51,987
16340,20250617,P004,C00599,3,11,514,5,302.78,0,5654,5371.3,3330.58,2040.72,0
16341,20240309,P006,C00527,4,1,374,10,288.49,0,374,336.6,288.49,48.11,0
16342,20220207,P010,C00324,4,5,255,0,193.25,0,1275,1275,966.25,308.75,0
16343,20200416,P002,C00415,1,7,324,0,170.24,0,2268,2268,1191.68,1076.32,0
16344,20200316,P006,C00552,4,2,1200,5,767.07,0,2400,2280,1534.14,745.86,0
16345,20220226,P002,C00356,1,6,1125,30,658.3,1,6750,4725,3949.8,775.2,4725
16346,20210413,P001,C00134,2,9,1163,5,927.94,0,10467,9943.65,8351.46,1592.19,0
16347,20230523,P009,C00214,1,8,124,25,75.32,0,992,744,602.56,141.44,0
16348,20220606,P008,C00291,2,9,945,25,483.09,0,8505,6378.75,4347.81,2030.94,0
16349,20240124,P010,C00596,4,8,499,30,418.14,0,3992,2794.4,3345.12,-550.72,0
16350,20200205,P008,C00036,5,4,1052,0,760.55,0,4208,4208,3042.2,1165.8,0
16351,20200926,P008,C00472,4,3,280,5,153.9,0,840,798,461.7,336.3,0
16352,20251123,P010,C00535,5,12,1349,10,1022.67,0,16188,14569.2,12272.04,2297.16,0
16353,20200928,P007,C00339,1,11,562,30,433.08,0,6182,4327.4,4763.88,-436.48,0
16354,20230212,P012,C00556,5,12,968,30,734.75,1,11616,8131.2,8817,-685.8,8131.2
16355,20230318,P005,C00116,2,7,1156,20,763.34,1,8092,6473.6,5343.38,1130.22,6473.6
16356,20200610,P012,C00095,5,7,900,20,492.37,1,6300,5040,3446.59,1593.41,5040
16357,20220701,P008,C00460,5,9,692,5,535.96,0,6228,5916.6,4823.64,1092.96,0
16358,20240805,P001,C00176,1,3,985,20,518.65,0,2955,2364,1555.95,808.05,0
16359,20200128,P001,C00105,2,12,191,30,96.34,1,2292,1604.4,1156.08,448.32,1604.4
16360,20251223,P003,C00525,1,11,1775,30,1150.33,1,19525,13667.5,12653.63,1013.87,13667.5
16361,20231011,P003,C00038,3,10,171,0,87.42,0,1710,1710,874.2,835.8,0
16362,20240118,P009,C00221,3,6,1389,25,907,0,8334,6250.5,5442,808.5,0
16363,20221211,P007,C00077,1,7,829,10,427.33,0,5803,5222.7,2991.31,2231.39,0
16364,20240329,P007,C00197,3,11,1663,5,995.48,0,18293,17378.35,10950.28,6428.07,0
16365,20200821,P006,C00345,5,2,1353,0,711.18,1,2706,2706,1422.36,1283.64,2706
16366,20200513,P004,C00357,3,1,1616,20,875.91,0,1616,1292.8,875.91,416.89,0
16367,20250511,P009,C00417,2,10,1506,0,1151.56,1,15060,15060,11515.6,3544.4,15060
16368,20200922,P004,C00264,2,4,142,10,109.88,0,568,511.2,439.52,71.68,0
16369,20240120,P010,C00565,1,4,1318,25,711.34,0,5272,3954,2845.36,1108.64,0
16370,20250724,P005,C00587,4,5,598,30,302.74,0,2990,2093,1513.7,579.3,0
16371,20200203,P002,C00319,1,5,1474,0,1236.42,0,7370,7370,6182.1,1187.9,0
16372,20230610,P006,C00162,3,11,513,10,412.8,0,5643,5078.7,4540.8,537.9,0
16373,20220430,P002,C00142,2,1,225,15,144.23,0,225,191.25,144.23,47.02,0
16374,20210330,P012,C00203,4,4,971,30,693.61,0,3884,2718.8,2774.44,-55.64,0
16375,20230906,P004,C00587,3,1,1225,15,837.59,0,1225,1041.25,837.59,203.66,0
16376,20201101,P004,C00033,1,8,1354,25,770.7,1,10832,8124,6165.6,1958.4,8124
16377,20240102,P010,C00399,2,11,1527,20,1025.55,0,16797,13437.6,11281.05,2156.55,0
16378,20201206,P003,C00301,4,3,785,5,427.69,0,2355,2237.25,1283.07,954.18,0
16379,20250107,P008,C00287,4,7,1671,25,1227.11,1,11697,8772.75,8589.77,182.98,8772.75
16380,20250901,P003,C00169,1,7,224,10,129.94,0,1568,1411.2,909.58,501.62,0
16381,20210321,P009,C00476,2,4,247,15,192.29,0,988,839.8,769.16,70.64,0
16382,20240328,P002,C00082,3,1,1050,15,733.39,1,1050,892.5,733.39,159.11,892.5
16383,20230901,P010,C00476,4,12,322,30,208.37,1,3864,2704.8,2500.44,204.36,2704.8
16384,20201001,P004,C00366,3,4,850,20,526.71,0,3400,2720,2106.84,613.16,0
16385,20250319,P008,C00172,5,5,369,30,292.2,0,1845,1291.5,1461,-169.5,0
16386,20210919,P011,C00412,5,6,990,30,583.16,0,5940,4158,3498.96,659.04,0
16387,20210222,P005,C00591,2,6,635,25,366.39,0,3810,2857.5,2198.34,659.16,0
16388,20220716,P007,C00159,2,10,1031,20,672.38,0,10310,8248,6723.8,1524.2,0
16389,20201005,P012,C00213,2,7,138,30,78.7,0,966,676.2,550.9,125.3,0
16390,20230615,P005,C00222,1,1,808,15,574.64,1,808,686.8,574.64,112.16,686.8
16391,20210125,P010,C00249,4,2,1794,15,1095.87,0,3588,3049.8,2191.74,858.06,0
16392,20250523,P011,C00302,3,12,963,5,719.06,1,11556,10978.2,8628.72,2349.48,10978.2
16393,20230909,P001,C00004,4,3,684,25,448.98,1,2052,1539,1346.94,192.06,1539
16394,20210225,P011,C00459,1,3,1399,20,860.99,0,4197,3357.6,2582.97,774.63,0
16395,20211215,P001,C00571,3,8,455,30,368.22,1,3640,2548,2945.76,-397.76,2548
16396,20230215,P009,C00566,1,4,208,30,105.49,0,832,582.4,421.96,160.44,0
16397,20231106,P001,C00104,4,3,398,25,206.79,1,1194,895.5,620.37,275.13,895.5
16398,20201001,P009,C00252,5,11,847,20,628.14,0,9317,7453.6,6909.54,544.06,0
16399,20210618,P010,C00203,5,12,998,5,621.21,0,11976,11377.2,7454.52,3922.68,0
16400,20240927,P003,C00105,4,9,1604,0,1115.38,0,14436,14436,10038.42,4397.58,0
16401,20250503,P004,C00525,1,9,780,30,391.53,0,7020,4914,3523.77,1390.23,0
16402,20250128,P006,C00102,4,2,1610,0,897.36,1,3220,3220,1794.72,1425.28,3220
16403,20200204,P012,C00490,3,5,1362,5,899.28,0,6810,6469.5,4496.4,1973.1,0
16404,20211026,P005,C00471,4,2,734,15,409.84,0,1468,1247.8,819.68,428.12,0
16405,20240126,P007,C00093,2,12,889,0,534.45,0,10668,10668,6413.4,4254.6,0
16406,20221207,P010,C00322,1,9,1761,10,1382.58,1,15849,14264.1,12443.22,1820.88,14264.1
16407,20240215,P007,C00020,2,7,143,5,92.24,1,1001,950.95,645.68,305.27,950.95
16408,20211029,P002,C00139,5,11,1115,25,785.89,0,12265,9198.75,8644.79,553.96,0
16409,20240313,P001,C00515,5,7,350,0,278.53,0,2450,2450,1949.71,500.29,0
16410,20250409,P001,C00203,3,6,1729,0,1043.57,0,10374,10374,6261.42,4112.58,0
16411,20251007,P007,C00580,1,5,339,15,208.87,0,1695,1440.75,1044.35,396.4,0
16412,20200105,P001,C00374,4,5,954,30,665.62,0,4770,3339,3328.1,10.9,0
16413,20250815,P007,C00379,5,4,1375,15,956.86,0,5500,4675,3827.44,847.56,0
16414,20200630,P007,C00189,1,1,570,0,385.91,0,570,570,385.91,184.09,0
16415,20220928,P003,C00581,3,6,218,0,147.39,0,1308,1308,884.34,423.66,0
16416,20250325,P006,C00295,5,7,962,5,732.01,0,6734,6397.3,5124.07,1273.23,0
16417,20200624,P008,C00597,4,10,964,5,596.19,0,9640,9158,5961.9,3196.1,0
16418,20200827,P005,C00335,1,4,1397,10,953.61,0,5588,5029.2,3814.44,1214.76,0
16419,20200828,P005,C00301,2,10,811,20,416.56,1,8110,6488,4165.6,2322.4,6488
16420,20200507,P001,C00196,2,4,1342,20,941.79,0,5368,4294.4,3767.16,527.24,0
16421,20251022,P006,C00304,1,12,1149,5,732.71,0,13788,13098.6,8792.52,4306.08,0
16422,20200817,P001,C00261,1,9,561,30,408.15,0,5049,3534.3,3673.35,-139.05,0
16423,20200229,P002,C00178,1,4,796,20,656.26,0,3184,2547.2,2625.04,-77.84,0
16424,20241109,P002,C00562,1,9,434,25,338.48,1,3906,2929.5,3046.32,-116.82,2929.5
16425,20201231,P002,C00076,4,8,949,25,770.98,0,7592,5694,6167.84,-473.84,0
16426,20240212,P011,C00213,4,3,1758,0,1082.77,0,5274,5274,3248.31,2025.69,0
16427,20240622,P002,C00097,5,2,245,20,181.96,0,490,392,363.92,28.08,0
16428,20220630,P007,C00045,5,1,956,10,676.56,0,956,860.4,676.56,183.84,0
16429,20240731,P002,C00545,4,10,124,0,96.51,0,1240,1240,965.1,274.9,0
16430,20220118,P006,C00209,5,7,1172,20,994.78,1,8204,6563.2,6963.46,-400.26,6563.2
16431,20201230,P001,C00395,1,9,1571,20,1043.39,0,14139,11311.2,9390.51,1920.69,0
16432,20240724,P001,C00006,3,9,1154,5,610.89,1,10386,9866.7,5498.01,4368.69,9866.7
16433,20250509,P003,C00454,4,6,1573,15,1003.64,1,9438,8022.3,6021.84,2000.46,8022.3
16434,20240904,P003,C00320,1,4,651,25,508.27,0,2604,1953,2033.08,-80.08,0
16435,20230228,P008,C00124,4,2,227,30,121.5,0,454,317.8,243,74.8,0
16436,20230821,P005,C00216,5,7,949,5,742.16,1,6643,6310.85,5195.12,1115.73,6310.85
16437,20241203,P001,C00137,3,2,1585,10,943.36,1,3170,2853,1886.72,966.28,2853
16438,20240316,P003,C00522,2,6,1051,25,821.98,1,6306,4729.5,4931.88,-202.38,4729.5
16439,20220115,P009,C00314,3,6,1799,15,1160.64,0,10794,9174.9,6963.84,2211.06,0
16440,20200121,P008,C00553,2,9,1676,30,934.24,0,15084,10558.8,8408.16,2150.64,0
16441,20240206,P005,C00514,4,11,1545,30,1218.68,0,16995,11896.5,13405.48,-1508.98,0
16442,20250203,P007,C00394,2,1,729,25,476.23,0,729,546.75,476.23,70.52,0
16443,20250505,P008,C00317,3,4,1711,5,1031.06,0,6844,6501.8,4124.24,2377.56,0
16444,20200329,P004,C00099,2,5,1316,25,854.82,0,6580,4935,4274.1,660.9,0
16445,20251119,P001,C00299,3,3,852,30,693.99,1,2556,1789.2,2081.97,-292.77,1789.2
16446,20220810,P009,C00450,5,5,461,0,231.31,0,2305,2305,1156.55,1148.45,0
16447,20211104,P012,C00481,2,1,1058,0,753.91,0,1058,1058,753.91,304.09,0
16448,20240529,P009,C00172,2,8,1757,10,953.59,0,14056,12650.4,7628.72,5021.68,0
16449,20240831,P004,C00322,1,9,1299,20,931.96,0,11691,9352.8,8387.64,965.16,0
16450,20241111,P011,C00019,4,4,1762,30,1026.65,0,7048,4933.6,4106.6,827,0
16451,20231210,P007,C00578,4,6,272,10,230.08,0,1632,1468.8,1380.48,88.32,0
16452,20251206,P012,C00127,1,3,691,25,438.99,0,2073,1554.75,1316.97,237.78,0
16453,20240716,P003,C00109,2,9,1105,15,736.82,0,9945,8453.25,6631.38,1821.87,0
16454,20250519,P012,C00287,5,7,298,15,199.84,1,2086,1773.1,1398.88,374.22,1773.1
16455,20230329,P004,C00586,3,1,130,30,65.46,0,130,91,65.46,25.54,0
16456,20230811,P005,C00363,3,2,1278,10,834.28,0,2556,2300.4,1668.56,631.84,0
16457,20210831,P005,C00448,5,9,474,30,266.46,0,4266,2986.2,2398.14,588.06,0
16458,20241208,P006,C00443,2,2,1695,0,1102.83,0,3390,3390,2205.66,1184.34,0
16459,20221230,P012,C00318,1,7,1420,25,1096.99,0,9940,7455,7678.93,-223.93,0
16460,20230904,P009,C00347,3,7,418,20,315.77,1,2926,2340.8,2210.39,130.41,2340.8
16461,20250617,P006,C00283,2,6,1665,0,1011.31,0,9990,9990,6067.86,3922.14,0
16462,20230120,P003,C00522,3,12,1795,20,1180.79,0,21540,17232,14169.48,3062.52,0
16463,20241206,P008,C00430,1,6,1545,20,1312.23,1,9270,7416,7873.38,-457.38,7416
16464,20241015,P005,C00524,1,9,1520,25,925.42,0,13680,10260,8328.78,1931.22,0
16465,20240619,P012,C00515,2,8,613,20,466.99,1,4904,3923.2,3735.92,187.28,3923.2
16466,20200328,P010,C00585,1,1,319,5,257.78,0,319,303.05,257.78,45.27,0
16467,20220123,P005,C00318,1,11,539,0,306.93,0,5929,5929,3376.23,2552.77,0
16468,20220610,P008,C00485,4,6,1434,20,793.86,1,8604,6883.2,4763.16,2120.04,6883.2
16469,20230724,P012,C00563,5,2,376,30,265.95,0,752,526.4,531.9,-5.5,0
16470,20230526,P003,C00107,5,7,1026,0,610.43,0,7182,7182,4273.01,2908.99,0
16471,20200605,P007,C00365,5,5,246,5,204.3,0,1230,1168.5,1021.5,147,0
16472,20250223,P009,C00139,1,8,425,10,358.71,1,3400,3060,2869.68,190.32,3060
16473,20231225,P009,C00492,5,12,274,15,140.69,1,3288,2794.8,1688.28,1106.52,2794.8
16474,20210223,P003,C00256,5,6,1312,5,1032.57,1,7872,7478.4,6195.42,1282.98,7478.4
16475,20230126,P008,C00418,5,9,1634,5,953.35,0,14706,13970.7,8580.15,5390.55,0
16476,20240626,P011,C00570,4,3,1430,5,1070.61,1,4290,4075.5,3211.83,863.67,4075.5
16477,20241122,P005,C00358,2,12,691,15,552.02,0,8292,7048.2,6624.24,423.96,0
16478,20210115,P012,C00091,3,10,1631,30,1058.29,1,16310,11417,10582.9,834.1,11417
16479,20200727,P006,C00343,5,12,967,5,756.5,0,11604,11023.8,9078,1945.8,0
16480,20250920,P006,C00147,1,9,985,25,607.96,0,8865,6648.75,5471.64,1177.11,0
16481,20210924,P007,C00530,1,4,1572,15,935.4,0,6288,5344.8,3741.6,1603.2,0
16482,20250602,P011,C00333,1,11,475,0,342.7,1,5225,5225,3769.7,1455.3,5225
16483,20210416,P001,C00492,5,4,1266,20,1007.42,0,5064,4051.2,4029.68,21.52,0
16484,20201217,P012,C00562,4,11,463,0,293.08,0,5093,5093,3223.88,1869.12,0
16485,20200621,P010,C00356,1,3,837,5,442.69,0,2511,2385.45,1328.07,1057.38,0
16486,20210406,P012,C00368,4,5,1746,10,1040.14,0,8730,7857,5200.7,2656.3,0
16487,20230125,P004,C00144,4,8,1776,30,1306.73,1,14208,9945.6,10453.84,-508.24,9945.6
16488,20250424,P006,C00033,5,8,1553,0,1125.49,0,12424,12424,9003.92,3420.08,0
16489,20200914,P001,C00560,4,5,1032,25,717.46,0,5160,3870,3587.3,282.7,0
16490,20231231,P011,C00424,4,5,790,20,460.58,0,3950,3160,2302.9,857.1,0
16491,20221002,P004,C00401,3,7,1552,20,984.89,0,10864,8691.2,6894.23,1796.97,0
16492,20200404,P003,C00433,5,1,1760,30,1108.34,0,1760,1232,1108.34,123.66,0
16493,20250626,P008,C00273,5,7,1313,5,814.45,0,9191,8731.45,5701.15,3030.3,0
16494,20230909,P011,C00322,5,11,1444,25,1028.77,0,15884,11913,11316.47,596.53,0
16495,20241023,P012,C00385,1,8,1206,0,1012.18,0,9648,9648,8097.44,1550.56,0
16496,20250320,P006,C00451,3,1,336,10,177.95,0,336,302.4,177.95,124.45,0
16497,20200728,P010,C00406,5,5,528,15,268.02,1,2640,2244,1340.1,903.9,2244
16498,20230815,P006,C00420,5,7,1547,15,911.07,0,10829,9204.65,6377.49,2827.16,0
16499,20200831,P006,C00120,1,10,1256,25,837.41,0,12560,9420,8374.1,1045.9,0
16500,20201214,P002,C00493,2,7,1402,0,1176.58,0,9814,9814,8236.06,1577.94,0
16501,20230311,P011,C00593,3,6,1088,30,739.04,0,6528,4569.6,4434.24,135.36,0
16502,20201024,P006,C00027,4,5,550,0,420.32,0,2750,2750,2101.6,648.4,0
16503,20200923,P005,C00366,4,5,390,25,263.34,1,1950,1462.5,1316.7,145.8,1462.5
16504,20220817,P007,C00333,5,12,1415,15,773.5,1,16980,14433,9282,5151,14433
16505,20240425,P003,C00323,5,11,162,20,106.2,0,1782,1425.6,1168.2,257.4,0
16506,20210124,P005,C00465,4,2,245,30,168.79,0,490,343,337.58,5.42,0
16507,20200616,P004,C00274,5,2,150,30,97.48,0,300,210,194.96,15.04,0
16508,20230730,P010,C00506,2,9,467,15,314.11,1,4203,3572.55,2826.99,745.56,3572.55
16509,20251112,P009,C00590,5,7,449,25,243.98,1,3143,2357.25,1707.86,649.39,2357.25
16510,20250511,P003,C00267,3,5,144,10,76.04,0,720,648,380.2,267.8,0
16511,20251110,P003,C00454,2,8,1516,15,1202.83,1,12128,10308.8,9622.64,686.16,10308.8
16512,20210711,P010,C00595,1,8,797,0,509.13,0,6376,6376,4073.04,2302.96,0
16513,20220528,P008,C00098,3,4,1660,10,1084.09,1,6640,5976,4336.36,1639.64,5976
